,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Seating_Capacity,Seats_Material,Type,Wheelbase
224,Fiat,Avventura,Multijet Dynamic,796132,1248,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,45,Diesel,1542.0,3989.0,1706.0,Crossover,5.0,11.2,20.5,20.5,26.160526315789475,1245.0,5,5.0,Fabric,Manual,2510.0
225,Fiat,Avventura,Multijet Active,711801,1248,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,45,Diesel,1542.0,3989.0,1706.0,Crossover,5.0,11.2,17.297345971564003,20.5,26.160526315789475,1240.0,5,5.0,Fabric,Manual,2510.0
226,Fiat,Avventura,Multijet Emotion,876341,1248,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,45,Diesel,1542.0,3989.0,1706.0,Crossover,5.0,11.2,20.5,20.5,26.160526315789475,1255.0,5,5.0,Fabric,Manual,2510.0
227,Honda,Jazz,V Petrol,745000,1199,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,40,Petrol,1544.0,3955.0,1694.0,Hatchback,5.0,11.3,17.297345971564003,18.2,26.160526315789475,1042.0,5,5.0,Fabric,Manual,2530.0
228,Honda,Jazz,Vx Cvt,909000,1199,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,40,Petrol,1544.0,3955.0,1694.0,Hatchback,5.0,11.3,17.297345971564003,19.0,26.160526315789475,1066.0,5,5.0,Fabric,Automatic,2530.0
229,Honda,Jazz,Vx Petrol,789000,1199,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,40,Petrol,1544.0,3955.0,1694.0,Hatchback,5.0,11.3,17.297345971564003,18.2,26.160526315789475,1044.0,5,5.0,Fabric,Manual,2530.0
230,Honda,Jazz,V Cvt,865000,1199,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,40,Petrol,1544.0,3955.0,1694.0,Hatchback,5.0,11.3,17.297345971564003,19.0,26.160526315789475,1064.0,5,5.0,Fabric,Automatic,2530.0
231,Honda,Jazz,S Diesel,816500,1498,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,40,Diesel,1544.0,3955.0,1694.0,Hatchback,5.0,12.0,17.297345971564003,27.3,26.160526315789475,1139.0,6,5.0,Fabric,Manual,2530.0
232,Honda,Jazz,V Diesel,896500,1498,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,40,Diesel,1544.0,3955.0,1694.0,Hatchback,5.0,12.0,17.297345971564003,27.3,26.160526315789475,1146.0,6,5.0,Fabric,Manual,2530.0
233,Honda,Jazz,Vx Diesel,940500,1498,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,40,Diesel,1544.0,3955.0,1694.0,Hatchback,5.0,12.0,17.297345971564003,27.3,26.160526315789475,1155.0,6,5.0,Fabric,Manual,2530.0
234,Honda,Jazz,Exclusive Edition,928000,1199,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,40,Petrol,1544.0,3955.0,1694.0,Hatchback,5.0,100.00115562403698,17.297345971564003,18.2,26.160526315789475,1066.0,5,5.0,Fabric,Automatic,2530.0
235,Jeep,Compass Trailhawk,2.0 Trailhawk,2680000,1956,4.0,4.0,AWD (All Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,60,Diesel,1657.0,4398.0,1818.0,SUV,5.0,100.00115562403698,17.297345971564003,16.3,26.160526315789475,1654.0,9,5.0,Leather,Automatic,2636.0
236,Jeep,Compass Trailhawk,2.0 Trailhawk,2760000,1956,4.0,4.0,AWD (All Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,60,Diesel,1657.0,4398.0,1818.0,SUV,5.0,100.00115562403698,17.297345971564003,16.3,26.160526315789475,1654.0,9,5.0,Leather,Automatic,2636.0
237,Isuzu,Mu-X,4X2,2734834,2999,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 4,"Front, Longitudinal",Injection,76,Diesel,1840.0,4825.0,1860.0,SUV,5.0,13.8,13.8,13.8,26.160526315789475,1342.2072289156627,5,7.0,Leather,Automatic,2845.0
238,Isuzu,Mu-X,4X4,2931534,2999,4.0,4.0,AWD (All Wheel Drive),In-line,BS 4,"Front, Longitudinal",Injection,76,Diesel,1840.0,4825.0,1860.0,SUV,5.0,13.8,13.8,13.8,26.160526315789475,1342.2072289156627,5,7.0,Leather,Automatic,2845.0
239,Mahindra,Alturas G4,2Wd At,2770150,2157,4.0,3.982808022922636,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,70,Diesel,1845.0,4850.0,1960.0,SUV,4.571428571428571,100.00115562403698,17.297345971564003,12.35,26.160526315789475,1342.2072289156627,7,5.290408525754884,Leather,Automatic,2865.0
240,Mahindra,Alturas G4,4Wd At,3070150,2157,4.0,4.0,4WD,In-line,BS 4,"Front, Transverse",Injection,70,Diesel,1.845,4850.0,1960.0,SUV,5.0,100.00115562403698,17.297345971564003,12.05,26.160526315789475,1342.2072289156627,7,7.0,Leather,Automatic,2865.0
241,Volkswagen,Tiguan,Comfortline 2.0L,2814500,1968,4.0,3.982808022922636,AWD (All Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,71,Diesel,1672.0,4486.0,1839.0,SUV,5.0,100.00115562403698,17.297345971564003,17.06,26.160526315789475,1720.0,8,5.0,Leather,Automatic,2677.0
242,Volkswagen,Tiguan,Highline 2.0L,3153500,1968,4.0,3.982808022922636,AWD (All Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,71,Diesel,1672.0,4486.0,1839.0,SUV,4.571428571428571,100.00115562403698,17.297345971564003,17.06,26.160526315789475,1720.0,5,5.290408525754884,Leather,Automatic,2677.0
243,Honda,Cr-V,2Wd Petrol,2827001,1997,4.0,3.982808022922636,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,57,Petrol,1679.0,4592.0,1855.0,SUV,5.0,100.00115562403698,17.297345971564003,14.4,26.160526315789475,1342.2072289156627,7,5.0,Leather,Automatic,2660.0
244,Honda,Cr-V,2Wd Diesel,3067001,1597,4.233826247689464,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,57,Diesel,1679.0,4592.0,1855.0,SUV,5.0,100.00115562403698,17.297345971564003,19.5,26.160526315789475,1342.2072289156627,9,7.0,Leather,Automatic,2660.0
245,Honda,Cr-V,Awd Diesel,3277001,1597,4.233826247689464,4.0,AWD (All Wheel Drive),In-line,BS 4,"Front, Longitudinal",Injection,57,Diesel,1689.0,4592.0,1855.0,SUV,5.0,100.00115562403698,17.297345971564003,18.3,26.160526315789475,1725.0,9,7.0,Leather,Automatic,2660.0
246,Skoda,Superb Sportline,Sportline 1.8L,2899599,1798,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,66,Petrol,1483.0,4861.0,1864.0,Sedan,4.0,11.3,13.7,13.7,26.160526315789475,1540.0,7,5.0,Leather,Automatic,2841.0
247,Skoda,Superb Sportline,Sportline 2.0L,3149599,1968,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,66,Diesel,1483.0,4861.0,1864.0,Sedan,4.0,15.1,18.19,18.19,26.160526315789475,1565.0,6,5.0,Leather,Automatic,2841.0
248,Audi,A3,35 Tdi,3021200,1968,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,50,Diesel,1416.0,4456.0,1796.0,Sedan,4.0,18.0,18.0,20.38,26.160526315789475,1340.0,6,5.0,Leather,Automatic,2637.0
249,Audi,A3,35 Tdi,3221200,1968,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,50,Diesel,1416.0,4456.0,1796.0,Sedan,4.0,18.0,18.0,20.38,26.160526315789475,1340.0,6,5.0,Leather,Automatic,2637.0
250,Audi,A3,35 Tfsi,2920750,1395,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,50,Petrol,1416.0,4456.0,1796.0,Sedan,4.0,12.4,17.297345971564003,19.2,26.160526315789475,1340.0,7,5.0,Leather,Automatic,2637.0
251,Audi,A3,35 Tfsi,3120750,1395,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,50,Petrol,1416.0,4456.0,1796.0,Sedan,4.0,12.4,17.297345971564003,19.2,26.160526315789475,1340.0,7,5.0,Leather,Automatic,2637.0
252,Skoda,Kodiaq,Style 2.0,3299599,1968,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,66,Diesel,1483.0,4861.0,1864.0,SUV,4.0,15.1,18.19,18.19,26.160526315789475,1565.0,6,5.0,Leather,Automatic,2841.0
253,Skoda,Kodiaq,Laurin And,3678599,1968,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,66,Diesel,1483.0,4861.0,1864.0,SUV,4.0,15.1,18.19,18.19,26.160526315789475,1565.0,6,5.0,Leather,Automatic,2841.0
254,Skoda,Kodiaq,Corporate Edition,3299599,1968,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,66,Diesel,1483.0,4861.0,1864.0,SUV,4.0,15.1,18.19,18.19,26.160526315789475,1565.0,6,5.0,Leather,Automatic,2841.0
255,Dc,Avanti,Standard,3407407,2000,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 4,"Rear Mid, Transverse",Injection,60,Petrol,1200.0,4565.0,2120.0,Coupe,2.0,8.0,10.0,10.0,26.160526315789475,1580.0,6,2.0,Fabric,Manual,2700.0
256,Audi,Q3,30 Tdi,3677200,1968,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,64,Diesel,1608.0,4388.0,1831.0,SUV,5.0,12.0,17.297345971564003,15.73,26.160526315789475,1585.0,7,5.0,Leather,Manual,2603.0
257,Audi,Q3,35 Tdi,3992200,1968,4.0,4.0,AWD (All Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,64,Diesel,1608.0,4388.0,1831.0,SUV,5.0,12.0,17.297345971564003,15.73,26.160526315789475,1685.0,7,5.0,Leather,Automatic,2603.0
258,Audi,Q3,35 Tdi,4361000,1968,4.0,4.0,AWD (All Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,64,Diesel,1608.0,4388.0,1831.0,SUV,5.0,12.0,17.297345971564003,15.73,26.160526315789475,1585.0,7,5.0,Leather,Automatic,2603.0
259,Audi,Q3,30 Tfsi,3496750,1395,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,64,Petrol,1608.0,4388.0,1831.0,SUV,5.0,12.0,17.297345971564003,16.9,26.160526315789475,1585.0,7,5.0,Leather,Automatic,2603.0
260,Mini,Cooper 5 Door,Cooper D,3600000,1496,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,44,Petrol,1425.0,3982.0,1727.0,Hatchback,5.0,10.3,17.297345971564003,21.15,26.160526315789475,1295.0,6,5.0,Leather,Automatic,2608.2156334231804
261,Mini,Convertible,Cooper S,3830000,1998,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,44,Petrol,1415.0,3850.0,1727.0,Convertible,2.0,100.00115562403698,17.297345971564003,14.59,26.160526315789475,1370.0,6,4.0,Leather,Automatic,2608.2156334231804
262,Volvo,Xc40,T4 R-Design,3990000,1969,5.0,4.0,AWD (All Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,54,Petrol,1652.0,4425.0,1863.0,SUV,5.0,100.00115562403698,17.297345971564003,18.52588732394362,26.160526315789475,1342.2072289156627,8,5.0,Leather,Automatic,2702.0
263,Audi,A4,Premium Plus,4149000,1395,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Longitudinal",Injection,54,Petrol,1427.0,4726.0,1842.0,Sedan,4.0,100.00115562403698,17.297345971564003,18.52588732394362,26.160526315789475,1450.0,7,5.0,Leather,DCT,2820.0
264,Audi,A4,Technology 35,4507000,1395,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Longitudinal",Injection,54,Petrol,1427.0,4726.0,1842.0,Sedan,4.0,100.00115562403698,17.297345971564003,18.52588732394362,26.160526315789475,1450.0,7,5.0,Leather,DCT,2820.0
265,Mini,John Cooper Works,Hatch,4350000,1998,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,44,Petrol,1414.0,3874.0,1727.0,"Sports, Hatchback",3.0,100.00115562403698,17.297345971564003,16.47,26.160526315789475,1330.0,8,2.0,Leather,Automatic,2495.0
266,Jaguar,Xe,S Petrol,4498000,1997,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,61,Petrol,1416.0,4691.0,1850.0,Sedan,4.0,100.00115562403698,17.297345971564003,11.0,26.160526315789475,1639.0,8,5.0,Leather,Automatic,2835.0
267,Jaguar,Xe,S Diesel,4498000,1999,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,56,Diesel,1416.0,4691.0,1850.0,Sedan,4.0,100.00115562403698,17.297345971564003,11.0,26.160526315789475,1611.0,8,4.0,Leather,Automatic,2835.0
268,Jaguar,Xe,Se Diesel,4633000,1999,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,56,Diesel,1416.0,4691.0,1850.0,Sedan,4.0,100.00115562403698,17.297345971564003,11.0,26.160526315789475,1611.0,8,4.0,Leather,Automatic,2835.0
269,Jaguar,Xe,Se Petrol,4633000,1997,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,61,Petrol,1416.0,4691.0,1850.0,Sedan,4.0,100.00115562403698,17.297345971564003,11.0,26.160526315789475,1639.0,8,5.0,Leather,Automatic,2835.0
270,Jaguar,Xf,2.0 Prestige,5436329,1999,4.0,4.0,RWD (Rear Wheel Drive),V,BS 4,"Front, Longitudinal",Injection,74,Petrol,1460.0,4961.0,2091.0,Sedan,4.0,5.7,13.12,13.12,26.160526315789475,1730.0,8,5.0,Leather,Automatic,2960.0
271,Jaguar,Xf,2.0 Portfolio,6073446,1999,4.0,4.0,RWD (Rear Wheel Drive),V,BS 4,"Front, Longitudinal",Injection,82,Petrol,1457.0,5252.0,1899.0,Sedan,4.0,5.7,13.12,13.12,26.160526315789475,1871.0,8,5.0,Leather,Automatic,3157.0
272,Jaguar,Xf,2.0 Portfolio,6138811,1999,4.0,4.0,RWD (Rear Wheel Drive),V,BS 4,"Front, Longitudinal",Injection,83,Diesel,1457.0,5252.0,1899.0,Sedan,4.0,5.7,19.33,19.33,26.160526315789475,1871.0,8,5.0,Leather,Automatic,3157.0
273,Jaguar,Xf,2.0 Prestige,5506622,1999,4.0,4.0,RWD (Rear Wheel Drive),V,BS 4,"Front, Longitudinal",Injection,66,Diesel,1457.0,5067.0,2091.0,Sedan,4.0,5.7,19.33,19.33,26.160526315789475,1729.0,8,5.0,Leather,Automatic,2960.0
274,Jaguar,Xf,2.0 Pure,4977080,1999,4.0,4.0,RWD (Rear Wheel Drive),V,BS 4,"Front, Longitudinal",Injection,66,Diesel,1457.0,5067.0,2091.0,Sedan,4.0,5.7,19.33,19.33,26.160526315789475,1687.0,8,5.0,Leather,Automatic,2960.0
275,Audi,A3 Cabriolet,40 Tfsi,5038000,1395,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 4,"Front, Longitudinal",Injection,50,Petrol,1409.0,4421.0,1793.0,Convertible,2.0,19.2,17.297345971564003,19.2,26.160526315789475,1430.0,7,4.0,Leather,Automatic,2595.0
276,Audi,A6,Premium Plus,5442200,1984,4.0,16.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,73,Petrol,1455.0,4933.0,1874.0,Sedan,4.0,100.00115562403698,17.297345971564003,14.11,26.160526315789475,1780.0,7,5.0,Leather,Automatic,2912.0
277,Audi,A6,Technology 45,5942200,1984,4.0,16.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,73,Petrol,1455.0,4933.0,1874.0,Sedan,4.0,100.00115562403698,17.297345971564003,14.11,26.160526315789475,1780.0,7,5.0,Leather,Automatic,2912.0
278,Bmw,X3,Xdrive 20D,5930000,1995,4.0,4.0,4WD,In-line,BS 4,"Front, Longitudinal",Injection,67,Diesel,1678.0,4657.0,1881.0,SUV,5.0,16.0,18.56,18.56,26.160526315789475,1785.0,8,5.0,Leather,Automatic,2810.0
279,Bmw,X3,Xdrive 30I,5880000,1998,4.0,4.0,4WD,In-line,BS 4,"Front, Longitudinal",Injection,67,Petrol,1678.0,4657.0,1881.0,SUV,5.0,16.0,18.56,18.56,26.160526315789475,1785.0,8,5.0,Leather,Automatic,2810.0
280,Bmw,X3,Xdrive20D Xline,5600000,1995,4.0,4.0,4WD,In-line,BS 4,"Front, Longitudinal",Injection,67,Diesel,1678.0,4657.0,1881.0,SUV,5.0,16.0,18.56,18.56,26.160526315789475,1785.0,8,5.0,Leather,Automatic,2810.0
281,Land Rover,Discovery Sport,S,5706000,1999,4.0,4.0,4WD,In-line,BS 6,"Front, Transverse",Injection,70,Diesel,1727.0,4600.0,2069.0,SUV,5.0,100.00115562403698,17.297345971564003,18.52588732394362,26.160526315789475,2087.0,9,7.0,Leather,Automatic,2741.0
282,Land Rover,Discovery Sport,R-Dynamic Se,6089000,1999,4.0,4.0,4WD,In-line,BS 6,"Front, Transverse",Injection,70,Diesel,1727.0,4600.0,2069.0,SUV,5.0,100.00115562403698,17.297345971564003,18.52588732394362,26.160526315789475,2087.0,9,7.0,Leather,Automatic,2741.0
283,Audi,S5,Sportback,7243000,2995,6.0,4.0,AWD (All Wheel Drive),V,BS 4,"Front, Longitudinal",Injection,58,Petrol,1384.0,4718.0,1843.0,Sedan,4.0,100.00115562403698,17.297345971564003,13.57,26.160526315789475,1790.0,7,5.0,Leather,Automatic,2811.0
284,Ford,Mustang,Fastback V8,7462000,4951,8.0,4.0,RWD (Rear Wheel Drive),V,BS 4,"Front, Longitudinal",Injection,60.9,Petrol,1391.0,4784.0,2080.0,"Sedan, Coupe",3.0,10.0,13.0,13.0,26.160526315789475,1342.2072289156627,6,4.0,Leather,Automatic,2720.0
285,Jeep,Grand Cherokee,Limited,7882867,2987,6.0,4.0,AWD (All Wheel Drive),V,BS 4,"Front, Longitudinal",Injection,93.5,Diesel,1802.0,4828.0,1943.0,SUV,5.0,12.8,17.297345971564003,12.8,26.160526315789475,2432.0,5,5.0,Leather,Automatic,2915.0
286,Jeep,Grand Cherokee,Summit,8931819,2987,6.0,3.982808022922636,AWD (All Wheel Drive),V,BS 4,"Front, Longitudinal",Injection,93.5,Diesel,1802.0,4828.0,1943.0,SUV,5.0,12.8,17.297345971564003,12.8,26.160526315789475,2455.0,5,5.0,Leather,Automatic,2915.0
287,Jeep,Grand Cherokee,Srt,11400000,6417,8.0,4.0,AWD (All Wheel Drive),V,BS 4,"Front, Longitudinal",Injection,93.5,Petrol,1749.0,4846.0,1954.0,SUV,5.0,12.8,17.297345971564003,12.8,26.160526315789475,2458.0,8,5.0,Leather,Automatic,2915.0
288,Jeep,Grand Cherokee,Summit Petrol,7515000,3604,6.0,3.982808022922636,AWD (All Wheel Drive),V,BS 4,"Front, Longitudinal",Injection,93.5,Petrol,1802.0,4828.0,1943.0,SUV,5.0,100.00115562403698,17.297345971564003,8.61,26.160526315789475,2455.0,5,5.0,Leather,Automatic,2915.0
289,Bmw,M2 Competition,Coupe,8180000,2979,6.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,52,Petrol,1410.0,4461.0,1854.0,Coupe,2.0,100.00115562403698,17.297345971564003,18.52588732394362,26.160526315789475,1625.0,7,4.0,Leather,Automatic,2693.0
290,Porsche,718,Boxster,8995000,1988,4.0,4.0,RWD (Rear Wheel Drive),Flat,BS 4,"Front, Longitudinal",Injection,54,Petrol,1281.0,4379.0,1801.0,Convertible,2.0,9.0,7.4,7.4,26.160526315789475,1440.0,5,2.0,Leather,Automatic,2475.0
291,Porsche,718,Cayman,8595000,1988,4.0,4.0,RWD (Rear Wheel Drive),Flat,BS 4,"Front, Longitudinal",Injection,54,Petrol,1281.0,4379.0,1801.0,Coupe,2.0,9.0,7.4,7.4,26.160526315789475,1440.0,5,2.0,Leather,Automatic,2475.0
292,Toyota,Land Cruiser Prado,Vx L,9630000,2982,4.0,4.0,4WD,In-line,BS 4,"Front, Longitudinal",Injection,87,Diesel,1880.0,4840.0,1885.0,SUV,5.0,7.0,11.0,11.13,26.160526315789475,1342.2072289156627,5,7.0,Leather,Automatic,2790.0
293,Lexus,Rx 450H,450Hl Luxury,9900000,3456,6.0,4.0,AWD (All Wheel Drive),V,BS 4,"Front, Transverse",Injection,65,Petrol,1700.0,5000.0,1895.0,SUV,4.0,18.8,17.297345971564003,18.0,26.160526315789475,2195.0,5,5.0,Leather,Automatic,2790.0
294,Audi,Rs5,Coupe,11141200,2894,8.0,4.0,AWD (All Wheel Drive),In-line,BS 4,"Front, Transverse",Injection,58,Petrol,1589.7334911504424,4649.0,1778.4511572832887,Coupe,2.0,100.00115562403698,17.297345971564003,10.8,26.160526315789475,1770.0,7,4.0,Leather,Automatic,2608.2156334231804
295,Bmw,7-Series,730Ld Design,12290000,2993,6.0,4.0,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,78,Diesel,1479.0,5120.0,2169.0,Sedan,4.0,13.5,16.46,17.66,26.160526315789475,1342.2072289156627,8,4.0,Leather,Automatic,3210.0
296,Bmw,7-Series,730Ld Design,13200000,2993,6.0,4.0,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,78,Diesel,1479.0,5120.0,2169.0,Sedan,4.0,13.5,16.46,17.66,26.160526315789475,1342.2072289156627,8,4.0,Leather,Automatic,3210.0
297,Bmw,7-Series,730Ld M,13510000,2993,6.0,4.0,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,78,Diesel,1479.0,5120.0,2169.0,Sedan,4.0,13.5,16.46,17.66,26.160526315789475,1342.2072289156627,8,4.0,Leather,Automatic,3210.0
298,Bmw,7-Series,740Li Design,13510000,2998,6.0,4.0,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,78,Petrol,1479.0,5120.0,2169.0,Sedan,4.0,100.00115562403698,17.297345971564003,11.86,26.160526315789475,1342.2072289156627,8,4.0,Leather,Automatic,3210.0
299,Bmw,7-Series,745Le Xdrive,16500000,2998,6.0,4.0,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,46,Hybrid,1481.0,5219.0,2142.0,Sedan,4.0,100.00115562403698,17.297345971564003,18.52588732394362,26.160526315789475,1342.2072289156627,8,4.0,Leather,Automatic,3110.0
300,Bmw,7-Series,M760Li Xdrive,24250000,6592,12.0,4.0,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,78,Petrol,1481.0,5219.0,2142.0,Sedan,4.0,100.00115562403698,17.297345971564003,7.96,26.160526315789475,1342.2072289156627,8,4.0,Leather,Automatic,3110.0
301,Audi,Q8,55 Tfsi,13359500,2995,4.0,4.0,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,85,Petrol,1740.0,5052.0,1968.0,SUV,5.0,100.00115562403698,17.297345971564003,18.52588732394362,26.160526315789475,2115.0,8,7.0,Leather,Automatic,2994.0
302,Maserati,Levante,Diesel,14512054,2987,6.0,4.0,AWD (All Wheel Drive),V,BS 4,"Front, Longitudinal",Injection,80,Diesel,1679.0,5003.0,2158.0,SUV,4.0,5.2,6.2,7.9,26.160526315789475,1342.2072289156627,6,4.0,Leather,Automatic,3004.0
303,Maserati,Levante,Gransport,14863774,2979,6.0,4.0,AWD (All Wheel Drive),V,BS 4,"Front, Longitudinal",Injection,80,Diesel,1679.0,5003.0,2158.0,SUV,5.0,5.2,6.2,7.9,26.160526315789475,1342.2072289156627,6,4.0,Leather,Automatic,3004.0
304,Maserati,Levante,Granlusson,15383399,2979,6.0,4.0,AWD (All Wheel Drive),V,BS 4,"Front, Longitudinal",Injection,80,Diesel,1679.0,5003.0,2158.0,SUV,5.0,5.2,6.2,7.9,26.160526315789475,1342.2072289156627,6,4.0,Leather,Automatic,3004.0
305,Audi,A8 L,55 Tfsi,15600000,2995,8.0,4.0,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,82,Petrol,1485.0,5302.0,1945.0,Sedan,4.0,100.00115562403698,17.297345971564003,18.52588732394362,26.160526315789475,2030.0,8,4.0,Leather,Automatic,3128.0
306,Maserati,Granturismo,Sport,17229579,4691,8.0,4.0,RWD (Rear Wheel Drive),V,BS 4,"Front, Longitudinal",Injection,86,Petrol,1353.0,4881.0,1915.0,Coupe,2.0,4.6,5.0,10.0,26.160526315789475,1880.0,6,4.0,Leather,Automatic,2942.0
307,Maserati,Quattroporte,Granlusso,17900000,2987,6.0,4.0,RWD (Rear Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,70,Diesel,1481.0,5262.0,1948.0,Sports,4.0,5.2,6.2,7.9,26.160526315789475,1925.0,6,4.0,Leather,Automatic,3171.0
308,Lexus,Lc 500H,Coupe,19600000,3456,6.0,4.0,AWD (All Wheel Drive),V,BS 4,"Front, Transverse",Injection,82,Hybrid,1345.0,4770.0,1920.0,Coupe,2.0,100.00115562403698,17.297345971564003,18.52588732394362,26.160526315789475,1985.0,5,4.0,Leather,Automatic,2870.0
309,Porsche,Panamera,Turbo,21263000,3996,8.0,4.0,AWD (All Wheel Drive),V,BS 4,"Front, Longitudinal",Injection,90,Petrol,1427.0,5049.0,1937.0,Sedan,4.0,7.1,7.8,10.63,26.160526315789475,2045.0,7,4.0,Leather,Automatic,2950.0
310,Porsche,Panamera,Turbo Executive,22613000,3996,8.0,4.0,AWD (All Wheel Drive),V,BS 4,"Front, Longitudinal",Injection,90,Petrol,1432.0,5199.0,1937.0,Sedan,4.0,7.1,7.8,10.63,26.160526315789475,1342.2072289156627,7,4.0,Leather,Automatic,3100.0
311,Porsche,Panamera,Turbo Sport,21747000,3996,8.0,4.0,AWD (All Wheel Drive),V,BS 4,"Front, Longitudinal",Injection,90,Petrol,1432.0,5049.0,1937.0,Sedan,4.0,7.1,7.8,10.63,26.160526315789475,1342.2072289156627,7,4.0,Leather,Automatic,2950.0
312,Lexus,Lx 450D,V8,23290000,4461,4.233826247689464,8.0,FWD (Front Wheel Drive),V,BS 4,"Front, Transverse",Injection,93,Diesel,1865.0,5080.0,1980.0,SUV,4.0,18.0,17.297345971564003,18.0,26.160526315789475,2660.0,6,7.0,Leather,Automatic,2850.0
313,Audi,R8,V10 Plus,27245000,5204,10.0,4.0,AWD (All Wheel Drive),V,BS 4,"Mid, Longitudinal",Injection,75,Petrol,1252.0,4440.0,2029.0,Coupe,2.0,7.8,7.8,6.71,26.160526315789475,1670.0,7,2.0,Leather,Automatic,2650.0
